Species_original,Sex,Adult_Juvenile,BirdTree_WJSpecID,Species_BirdTree,Species_IOC13.1,Order_IOC13.1,Family_IOC13.1,English.name_IOC13.1,Multiling_IOC13.1_Japanese,N_studies,body.mass_g,wingspan_m,wing.area_m2,ref,def_span,def_area
Charadrius hiaticula,NA,NA,4236,Charadrius hiaticula,Charadrius hiaticula,CHARADRIIFORMES,Charadriidae,Common Ringed Plover,ハジロコチドリ,5,NA,0.3495,0.016456,Vincze 2019,B-II?,B-II?
Charadrius morinellus,NA,NA,4277,Eudromias morinellus,Charadrius morinellus,CHARADRIIFORMES,Charadriidae,Eurasian Dotterel,コバシチドリ,1,NA,0.425,0.024305,Vincze 2019,B-II?,B-II?
Vanellus vanellus,NA,NA,4283,Vanellus vanellus,Vanellus vanellus,CHARADRIIFORMES,Charadriidae,Northern Lapwing,タゲリ,4,NA,0.6266,0.072041,Vincze 2019,B-II?,B-II?
Glareola pratincola,NA,NA,4330,Glareola pratincola,Glareola pratincola,CHARADRIIFORMES,Glareolidae,Collared Pratincole,ニシツバメチドリ,2,NA,0.5454,0.037502,Vincze 2019,B-II?,B-II?
Chlidonias hybrida,NA,NA,4486,Chlidonias hybrida,Chlidonias hybrida,CHARADRIIFORMES,Laridae,Whiskered Tern,クロハラアジサシ,1,NA,0.6399,0.04564,Vincze 2019,B-II?,B-II?
Chroicocephalus ridibundus,NA,NA,4424,Larus ridibundus,Chroicocephalus ridibundus,CHARADRIIFORMES,Laridae,Black-headed Gull,ユリカモメ,2,NA,0.8602,0.091665,Vincze 2019,B-II?,B-II?
Larus melanocephalus,NA,NA,4429,Larus melanocephalus,Ichthyaetus melanocephalus,CHARADRIIFORMES,Laridae,Mediterranean Gull,ニシズグロカモメ,1,NA,0.8918,0.10701,Vincze 2019,B-II?,B-II?
Larus cachinnans,NA,NA,4404,Larus cachinnans,Larus cachinnans,CHARADRIIFORMES,Laridae,Caspian Gull,カスピセグロカモメ,2,NA,1.346,0.22846,Vincze 2019,B-II?,B-II?
Larus hyperboreus,NA,NA,4390,Larus hyperboreus,Larus hyperboreus,CHARADRIIFORMES,Laridae,Glaucous Gull,シロカモメ,1,NA,1.3225,0.212619,Vincze 2019,B-II?,B-II?
Larus michahellis,NA,NA,19905,Larus michahellis,Larus michahellis,CHARADRIIFORMES,Laridae,Yellow-legged Gull,キアシセグロカモメ,2,NA,1.22,0.180723,Vincze 2019,B-II?,B-II?
Sterna hirundo,NA,NA,4463,Sterna hirundo,Sterna hirundo,CHARADRIIFORMES,Laridae,Common Tern,アジサシ,7,NA,0.705,0.054593,Vincze 2019,B-II?,B-II?
Arenaria interpres,NA,NA,4110,Arenaria interpres,Arenaria interpres,CHARADRIIFORMES,Scolopacidae,Ruddy Turnstone,キョウジョシギ,5,NA,0.4285,0.025588,Vincze 2019,B-II?,B-II?
Calidris alba,NA,NA,4120,Calidris alba,Calidris alba,CHARADRIIFORMES,Scolopacidae,Sanderling,ミユビシギ,3,NA,0.3446,0.016604,Vincze 2019,B-II?,B-II?
Calidris alpina,NA,NA,4135,Calidris alpina,Calidris alpina,CHARADRIIFORMES,Scolopacidae,Dunlin,ハマシギ,5,NA,0.3369,0.016356,Vincze 2019,B-II?,B-II?
Calidris ferruginea,NA,NA,4138,Calidris ferruginea,Calidris ferruginea,CHARADRIIFORMES,Scolopacidae,Curlew Sandpiper,サルハマシギ,1,NA,0.3541,0.017398,Vincze 2019,B-II?,B-II?
Calidris minuta,NA,NA,4123,Calidris minuta,Calidris minuta,CHARADRIIFORMES,Scolopacidae,Little Stint,ヨーロッパトウネン,1,NA,0.2821,0.012004,Vincze 2019,B-II?,B-II?
Philomachus pugnax,NA,NA,4143,Philomachus pugnax,Calidris pugnax,CHARADRIIFORMES,Scolopacidae,Ruff,エリマキシギ,3,NA,0.5068,0.038329,Vincze 2019,B-II?,B-II?
Gallinago gallinago,NA,NA,4051,Gallinago gallinago,Gallinago gallinago,CHARADRIIFORMES,Scolopacidae,Common Snipe,タシギ,7,NA,0.3843,0.025236,Vincze 2019,B-II?,B-II?
Scolopax rusticola,NA,NA,4034,Scolopax rusticola,Scolopax rusticola,CHARADRIIFORMES,Scolopacidae,Eurasian Woodcock,ヤマシギ,5,NA,0.5717,0.057628,Vincze 2019,B-II?,B-II?
Tringa glareola,NA,NA,4100,Tringa glareola,Tringa glareola,CHARADRIIFORMES,Scolopacidae,Wood Sandpiper,タカブシギ,4,NA,0.4489,0.02799,Vincze 2019,B-II?,B-II?
Ciconia ciconia,NA,NA,5369,Ciconia ciconia,Ciconia ciconia,CICONIIFORMES,Ciconiidae,White Stork,シュバシコウ,7,NA,1.5983,0.399936,Vincze 2019,B-II?,B-II?
Columba livia,NA,NA,3315,Columba livia,Columba livia,COLUMBIFORMES,Columbidae,Rock Dove,カワラバト,5,NA,0.5993,0.064327,Vincze 2019,B-II?,B-II?
Columba palumbus,NA,NA,3325,Columba palumbus,Columba palumbus,COLUMBIFORMES,Columbidae,Common Wood Pigeon,モリバト,4,NA,0.665,0.076907,Vincze 2019,B-II?,B-II?
Streptopelia decaocto,NA,NA,3391,Streptopelia decaocto,Streptopelia decaocto,COLUMBIFORMES,Columbidae,Eurasian Collared Dove,シラコバト,2,NA,0.4565,0.043912,Vincze 2019,B-II?,B-II?
Alcedo atthis,NA,NA,1546,Alcedo atthis,Alcedo atthis,CORACIIFORMES,Alcedinidae,Common Kingfisher,カワセミ,3,NA,0.2398,0.010781,Vincze 2019,B-II?,B-II?
Coracias garrulus,NA,NA,1488,Coracias garrulus,Coracias garrulus,CORACIIFORMES,Coraciidae,European Roller,ニシブッポウソウ,3,NA,0.5905,0.059785,Vincze 2019,B-II?,B-II?
Merops apiaster,NA,NA,1674,Merops apiaster,Merops apiaster,CORACIIFORMES,Meropidae,European Bee-eater,ヨーロッパハチクイ,4,NA,0.4074,0.024681,Vincze 2019,B-II?,B-II?
Cuculus canorus,NA,NA,1747,Cuculus canorus,Cuculus canorus,CUCULIFORMES,Cuculidae,Common Cuckoo,カッコウ,4,NA,0.5541,0.052267,Vincze 2019,B-II?,B-II?
Falco cherrug,NA,NA,4976,Falco cherrug,Falco cherrug,FALCONIFORMES,Falconidae,Saker Falcon,ワキスジハヤブサ,2,NA,1.0378,0.155959,Vincze 2019,B-II?,B-II?
Falco columbarius,NA,NA,4963,Falco columbarius,Falco columbarius,FALCONIFORMES,Falconidae,Merlin,コチョウゲンボウ,3,NA,0.529,0.045427,Vincze 2019,B-II?,B-II?
Falco subbuteo,NA,NA,4967,Falco subbuteo,Falco subbuteo,FALCONIFORMES,Falconidae,Eurasian Hobby,チゴハヤブサ,7,NA,0.6696,0.064525,Vincze 2019,B-II?,B-II?
Falco tinnunculus,NA,NA,4941,Falco tinnunculus,Falco tinnunculus,FALCONIFORMES,Falconidae,Common Kestrel,チョウゲンボウ,8,NA,0.6764,0.074793,Vincze 2019,B-II?,B-II?
Falco vespertinus,NA,NA,4957,Falco vespertinus,Falco vespertinus,FALCONIFORMES,Falconidae,Red-footed Falcon,ニシアカアシチョウゲンボウ,4,NA,0.6549,0.061216,Vincze 2019,B-II?,B-II?
Coturnix coturnix,NA,NA,300,Coturnix coturnix,Coturnix coturnix,GALLIFORMES,Phasianidae,Common Quail,ヨーロッパウズラ,3,NA,0.3231,0.016978,Vincze 2019,B-II?,B-II?
Lagopus lagopus,NA,NA,423,Lagopus lagopus,Lagopus lagopus,GALLIFORMES,Phasianidae,Willow Ptarmigan,カラフトライチョウ,2,NA,0.52,0.057887,Vincze 2019,B-II?,B-II?
Lagopus muta,NA,NA,426,Lagopus muta,Lagopus muta,GALLIFORMES,Phasianidae,Rock Ptarmigan,ライチョウ,1,NA,0.5313,0.052677,Vincze 2019,B-II?,B-II?
Perdix perdix,NA,NA,294,Perdix perdix,Perdix perdix,GALLIFORMES,Phasianidae,Grey Partridge,ヨーロッパヤマウズラ,4,NA,0.4453,0.042997,Vincze 2019,B-II?,B-II?
Phasianus colchicus,NA,NA,393,Phasianus colchicus,Phasianus colchicus,GALLIFORMES,Phasianidae,Common Pheasant,コウライキジ,5,NA,0.6795,0.114637,Vincze 2019,B-II?,B-II?
Tetrao urogallus,NA,NA,430,Tetrao urogallus,Tetrao urogallus,GALLIFORMES,Phasianidae,Western Capercaillie,ヨーロッパオオライチョウ,2,NA,0.8234,0.144568,Vincze 2019,B-II?,B-II?
Bonasa bonasia,NA,NA,432,Bonasa bonasia,Tetrastes bonasia,GALLIFORMES,Phasianidae,Hazel Grouse,エゾライチョウ,1,NA,0.454,0.048082,Vincze 2019,B-II?,B-II?
Gavia arctica,NA,NA,5442,Gavia arctica,Gavia arctica,GAVIIFORMES,Gaviidae,Black-throated Loon,オオハム,4,NA,1.0818,0.131403,Vincze 2019,B-II?,B-II?
Gavia stellata,NA,NA,5440,Gavia stellata,Gavia stellata,GAVIIFORMES,Gaviidae,Red-throated Loon,アビ,4,NA,0.9156,0.090481,Vincze 2019,B-II?,B-II?
Grus grus,NA,NA,3745,Grus grus,Grus grus,GRUIFORMES,Gruidae,Common Crane,クロヅル,4,NA,1.6994,0.458698,Vincze 2019,B-II?,B-II?
Crex crex,NA,NA,3862,Crex crex,Crex crex,GRUIFORMES,Rallidae,Corn Crake,ウズラクイナ,2,NA,0.4268,0.035168,Vincze 2019,B-II?,B-II?
Fulica atra,NA,NA,3939,Fulica atra,Fulica atra,GRUIFORMES,Rallidae,Eurasian Coot,オオバン,4,NA,0.6397,0.071914,Vincze 2019,B-II?,B-II?
Gallinula chloropus,NA,NA,3931,Gallinula chloropus,Gallinula chloropus,GRUIFORMES,Rallidae,Common Moorhen,バン,3,NA,0.4788,0.043036,Vincze 2019,B-II?,B-II?
Porzana porzana,NA,NA,3888,Porzana porzana,Porzana porzana,GRUIFORMES,Rallidae,Spotted Crake,コモンクイナ,4,NA,0.3529,0.022901,Vincze 2019,B-II?,B-II?
Rallus aquaticus,NA,NA,3853,Rallus aquaticus,Rallus aquaticus,GRUIFORMES,Rallidae,Water Rail,ヨーロッパクイナ,3,NA,0.354,0.027983,Vincze 2019,B-II?,B-II?
Zapornia parva,NA,NA,3884,Porzana parva,Zapornia parva,GRUIFORMES,Rallidae,Little Crake,コクイナ,1,NA,0.269,0.012193,Vincze 2019,B-II?,B-II?
Acrocephalus agricola,NA,NA,10794,Acrocephalus agricola,Acrocephalus agricola,PASSERIFORMES,Acrocephalidae,Paddyfield Warbler,イナダヨシキリ,1,NA,0.1511,0.005799,Vincze 2019,B-II?,B-II?
Acrocephalus arundinaceus,NA,NA,10802,Acrocephalus arundinaceus,Acrocephalus arundinaceus,PASSERIFORMES,Acrocephalidae,Great Reed Warbler,ニシオオヨシキリ,4,NA,0.2556,0.014518,Vincze 2019,B-II?,B-II?
Acrocephalus melanopogon,NA,NA,10788,Acrocephalus melanopogon,Acrocephalus melanopogon,PASSERIFORMES,Acrocephalidae,Moustached Warbler,マミジロヨシキリ,1,NA,0.1585,0.006801,Vincze 2019,B-II?,B-II?
Acrocephalus palustris,NA,NA,10801,Acrocephalus palustris,Acrocephalus palustris,PASSERIFORMES,Acrocephalidae,Marsh Warbler,ヌマヨシキリ,4,NA,0.1779,0.006828,Vincze 2019,B-II?,B-II?
Acrocephalus schoenobaenus,NA,NA,10791,Acrocephalus schoenobaenus,Acrocephalus schoenobaenus,PASSERIFORMES,Acrocephalidae,Sedge Warbler,スゲヨシキリ,3,NA,0.1752,0.007002,Vincze 2019,B-II?,B-II?
Acrocephalus scirpaceus,NA,NA,10797,Acrocephalus scirpaceus,Acrocephalus scirpaceus,PASSERIFORMES,Acrocephalidae,Common Reed Warbler,ヨーロッパヨシキリ,3,NA,0.171,0.006721,Vincze 2019,B-II?,B-II?
Hippolais icterina,NA,NA,10842,Hippolais icterina,Hippolais icterina,PASSERIFORMES,Acrocephalidae,Icterine Warbler,キイロウタイムシクイ,3,NA,0.2087,0.009536,Vincze 2019,B-II?,B-II?
Hippolais pallida,NA,NA,10838,Hippolais pallida,Iduna pallida,PASSERIFORMES,Acrocephalidae,Eastern Olivaceous Warbler,ハイイロウタイムシクイ,2,NA,0.172,0.007406,Vincze 2019,B-II?,B-II?
Aegithalos caudatus,NA,NA,9964,Aegithalos caudatus,Aegithalos caudatus,PASSERIFORMES,Aegithalidae,Long-tailed Tit,エナガ,4,NA,0.1551,0.006228,Vincze 2019,B-II?,B-II?
Alauda arvensis,NA,NA,11529,Alauda arvensis,Alauda arvensis,PASSERIFORMES,Alaudidae,Eurasian Skylark,ヒバリ,6,NA,0.3287,0.021676,Vincze 2019,B-II?,B-II?
Galerida cristata,NA,NA,11518,Galerida cristata,Galerida cristata,PASSERIFORMES,Alaudidae,Crested Lark,カンムリヒバリ,3,NA,0.3053,0.020581,Vincze 2019,B-II?,B-II?
Bombycilla garrulus,NA,NA,8766,Bombycilla garrulus,Bombycilla garrulus,PASSERIFORMES,Bombycillidae,Bohemian Waxwing,キレンジャク,2,NA,0.2995,0.016146,Vincze 2019,B-II?,B-II?
Certhia familiaris,NA,NA,9655,Certhia familiaris,Certhia familiaris,PASSERIFORMES,Certhiidae,Eurasian Treecreeper,キバシリ,4,NA,0.1693,0.007585,Vincze 2019,B-II?,B-II?
Cinclus cinclus,NA,NA,8772,Cinclus cinclus,Cinclus cinclus,PASSERIFORMES,Cinclidae,White-throated Dipper,ムナジロカワガラス,2,NA,0.2438,0.012696,Vincze 2019,B-II?,B-II?
Corvus monedula,NA,NA,8075,Corvus dauuricus,Coloeus monedula,PASSERIFORMES,Corvidae,Western Jackdaw,ニシコクマルガラス,6,NA,0.5964,0.065729,Vincze 2019,B-II?,B-II?
Corvus corax,NA,NA,8124,Corvus corax,Corvus corax,PASSERIFORMES,Corvidae,Northern Raven,ワタリガラス,4,NA,1.1545,0.241326,Vincze 2019,B-II?,B-II?
Corvus cornix,NA,NA,8101,Corvus corone,Corvus cornix,PASSERIFORMES,Corvidae,Hooded Crow,ズキンガラス,4,NA,0.8401,0.138812,Vincze 2019,B-II?,B-II?
Corvus frugilegus,NA,NA,8090,Corvus frugilegus,Corvus frugilegus,PASSERIFORMES,Corvidae,Rook,ミヤマガラス,5,NA,0.8086,0.117842,Vincze 2019,B-II?,B-II?
Garrulus glandarius,NA,NA,8023,Garrulus glandarius,Garrulus glandarius,PASSERIFORMES,Corvidae,Eurasian Jay,カケス,7,NA,0.4722,0.058622,Vincze 2019,B-II?,B-II?
Pica pica,NA,NA,8057,Pica pica,Pica pica,PASSERIFORMES,Corvidae,Eurasian Magpie,ユーラシアカササギ,4,NA,0.4918,0.05883,Vincze 2019,B-II?,B-II?
Miliaria calandra,NA,NA,12502,Miliaria calandra,Emberiza calandra,PASSERIFORMES,Emberizidae,Corn Bunting,ハタホオジロ,1,NA,0.2626,0.015428,Vincze 2019,B-II?,B-II?
Emberiza cia,NA,NA,12469,Emberiza cia,Emberiza cia,PASSERIFORMES,Emberizidae,Rock Bunting,ヒゲホオジロ,3,NA,0.2284,0.012987,Vincze 2019,B-II?,B-II?
Emberiza citrinella,NA,NA,12464,Emberiza citrinella,Emberiza citrinella,PASSERIFORMES,Emberizidae,Yellowhammer,キアオジ,4,NA,0.2462,0.014052,Vincze 2019,B-II?,B-II?
Emberiza hortulana,NA,NA,12475,Emberiza hortulana,Emberiza hortulana,PASSERIFORMES,Emberizidae,Ortolan Bunting,ズアオホオジロ,4,NA,0.2296,0.012332,Vincze 2019,B-II?,B-II?
Emberiza melanocephala,NA,NA,12494,Emberiza melanocephala,Emberiza melanocephala,PASSERIFORMES,Emberizidae,Black-headed Bunting,ズグロチャキンチョウ,1,NA,0.2573,0.014768,Vincze 2019,B-II?,B-II?
Emberiza schoeniclus,NA,NA,12500,Emberiza schoeniclus,Emberiza schoeniclus,PASSERIFORMES,Emberizidae,Common Reed Bunting,オオジュリン,4,NA,0.2171,0.01184,Vincze 2019,B-II?,B-II?
Carduelis carduelis,NA,NA,12336,Carduelis carduelis,Carduelis carduelis,PASSERIFORMES,Fringillidae,European Goldfinch,ゴシキヒワ,6,NA,0.2091,0.009239,Vincze 2019,B-II?,B-II?
Carpodacus erythrinus,NA,NA,12366,Carpodacus erythrinus,Carpodacus erythrinus,PASSERIFORMES,Fringillidae,Common Rosefinch,アカマシコ,2,NA,0.2281,0.010765,Vincze 2019,B-II?,B-II?
Carduelis chloris,NA,NA,12312,Carduelis chloris,Chloris chloris,PASSERIFORMES,Fringillidae,European Greenfinch,アオカワラヒワ,5,NA,0.2331,0.011333,Vincze 2019,B-II?,B-II?
Coccothraustes coccothraustes,NA,NA,12410,Coccothraustes coccothraustes,Coccothraustes coccothraustes,PASSERIFORMES,Fringillidae,Hawfinch,シメ,4,NA,0.2783,0.015983,Vincze 2019,B-II?,B-II?
Fringilla coelebs,NA,NA,12245,Fringilla coelebs,Fringilla coelebs,PASSERIFORMES,Fringillidae,Common Chaffinch,ズアオアトリ,6,NA,0.2413,0.013214,Vincze 2019,B-II?,B-II?
Fringilla montifringilla,NA,NA,12248,Fringilla montifringilla,Fringilla montifringilla,PASSERIFORMES,Fringillidae,Brambling,アトリ,6,NA,0.2463,0.012653,Vincze 2019,B-II?,B-II?
Carduelis cannabina,NA,NA,12348,Carduelis cannabina,Linaria cannabina,PASSERIFORMES,Fringillidae,Common Linnet,ムネアカヒワ,4,NA,0.2206,0.009691,Vincze 2019,B-II?,B-II?
Loxia curvirostra,NA,NA,12392,Loxia curvirostra,Loxia curvirostra,PASSERIFORMES,Fringillidae,Red Crossbill,イスカ,3,NA,0.2565,0.012621,Vincze 2019,B-II?,B-II?
Pyrrhula pyrrhula,NA,NA,12404,Pyrrhula pyrrhula,Pyrrhula pyrrhula,PASSERIFORMES,Fringillidae,Eurasian Bullfinch,ウソ,5,NA,0.2352,0.012613,Vincze 2019,B-II?,B-II?
Serinus serinus,NA,NA,12253,Serinus serinus,Serinus serinus,PASSERIFORMES,Fringillidae,European Serin,セリン,3,NA,0.1957,0.008356,Vincze 2019,B-II?,B-II?
Spinus spinus,NA,NA,12317,Carduelis spinus,Spinus spinus,PASSERIFORMES,Fringillidae,Eurasian Siskin,マヒワ,2,NA,0.1908,0.007098,Vincze 2019,B-II?,B-II?
Cecropis daurica,NA,NA,10107,Hirundo daurica,Cecropis daurica,PASSERIFORMES,Hirundinidae,Red-rumped Swallow,コシアカツバメ,2,NA,0.3043,0.015566,Vincze 2019,B-II?,B-II?
Delichon urbicum,NA,NA,10137,Delichon urbicum,Delichon urbicum,PASSERIFORMES,Hirundinidae,Common House Martin,ニシイワツバメ,2,NA,0.2597,0.010386,Vincze 2019,B-II?,B-II?
Hirundo rustica,NA,NA,10074,Hirundo rustica,Hirundo rustica,PASSERIFORMES,Hirundinidae,Barn Swallow,ツバメ,7,NA,0.2955,0.014135,Vincze 2019,B-II?,B-II?
Riparia riparia,NA,NA,10052,Riparia riparia,Riparia riparia,PASSERIFORMES,Hirundinidae,Sand Martin,ショウドウツバメ,5,NA,0.2539,0.010371,Vincze 2019,B-II?,B-II?
Lanius collurio,NA,NA,7706,Lanius collurio,Lanius collurio,PASSERIFORMES,Laniidae,Red-backed Shrike,セアカモズ,5,NA,0.2467,0.012518,Vincze 2019,B-II?,B-II?
Lanius excubitor,NA,NA,7721,Lanius excubitor,Lanius excubitor,PASSERIFORMES,Laniidae,Great Grey Shrike,ヨーロッパオオモズ,2,NA,0.2903,0.020096,Vincze 2019,B-II?,B-II?
Lanius minor,NA,NA,7718,Lanius minor,Lanius minor,PASSERIFORMES,Laniidae,Lesser Grey Shrike,ヒメオオモズ,2,NA,0.3203,0.019258,Vincze 2019,B-II?,B-II?
Locustella luscinioides,NA,NA,10780,Locustella luscinioides,Locustella luscinioides,PASSERIFORMES,Locustellidae,Savi's Warbler,ヌマセンニュウ,2,NA,0.1791,0.006758,Vincze 2019,B-II?,B-II?
Locustella naevia,NA,NA,10775,Locustella naevia,Locustella naevia,PASSERIFORMES,Locustellidae,Common Grasshopper Warbler,ヤチセンニュウ,2,NA,0.1613,0.005951,Vincze 2019,B-II?,B-II?
Anthus campestris,NA,NA,11864,Anthus campestris,Anthus campestris,PASSERIFORMES,Motacillidae,Tawny Pipit,ムジタヒバリ,2,NA,0.2709,0.015359,Vincze 2019,B-II?,B-II?
Anthus spinoletta,NA,NA,11884,Anthus spinoletta,Anthus spinoletta,PASSERIFORMES,Motacillidae,Water Pipit,ヒガシヨーロッパタヒバリ,5,NA,0.2539,0.014106,Vincze 2019,B-II?,B-II?
Anthus trivialis,NA,NA,11876,Anthus trivialis,Anthus trivialis,PASSERIFORMES,Motacillidae,Tree Pipit,ヨーロッパビンズイ,5,NA,0.2413,0.012388,Vincze 2019,B-II?,B-II?
Motacilla alba,NA,NA,11802,Motacilla alba,Motacilla alba,PASSERIFORMES,Motacillidae,White Wagtail,ハクセキレイ,6,NA,0.2353,0.011043,Vincze 2019,B-II?,B-II?
Motacilla cinerea,NA,NA,11828,Motacilla cinerea,Motacilla cinerea,PASSERIFORMES,Motacillidae,Grey Wagtail,キセキレイ,4,NA,0.2226,0.009893,Vincze 2019,B-II?,B-II?
Motacilla flava,NA,NA,11815,Motacilla flava,Motacilla flava,PASSERIFORMES,Motacillidae,Western Yellow Wagtail,ニシツメナガセキレイ,5,NA,0.2238,0.010685,Vincze 2019,B-II?,B-II?
Erithacus rubecula,NA,NA,9206,Erithacus rubecula,Erithacus rubecula,PASSERIFORMES,Muscicapidae,European Robin,ヨーロッパコマドリ,4,NA,0.1901,0.009005,Vincze 2019,B-II?,B-II?
Ficedula albicollis,NA,NA,9107,Ficedula albicollis,Ficedula albicollis,PASSERIFORMES,Muscicapidae,Collared Flycatcher,シロエリヒタキ,2,NA,0.2171,0.009517,Vincze 2019,B-II?,B-II?
Ficedula hypoleuca,NA,NA,9105,Ficedula hypoleuca,Ficedula hypoleuca,PASSERIFORMES,Muscicapidae,European Pied Flycatcher,マダラヒタキ,4,NA,0.2061,0.009114,Vincze 2019,B-II?,B-II?
Ficedula parva,NA,NA,9115,Ficedula parva,Ficedula parva,PASSERIFORMES,Muscicapidae,Red-breasted Flycatcher,ニシオジロビタキ,1,NA,0.182,0.007616,Vincze 2019,B-II?,B-II?
Luscinia luscinia,NA,NA,9212,Luscinia luscinia,Luscinia luscinia,PASSERIFORMES,Muscicapidae,Thrush Nightingale,ヤブサヨナキドリ,2,NA,0.2393,0.01174,Vincze 2019,B-II?,B-II?
Luscinia megarhynchos,NA,NA,9213,Luscinia megarhynchos,Luscinia megarhynchos,PASSERIFORMES,Muscicapidae,Common Nightingale,サヨナキドリ,5,NA,0.2296,0.011468,Vincze 2019,B-II?,B-II?
Luscinia svecica,NA,NA,9216,Luscinia svecica,Luscinia svecica,PASSERIFORMES,Muscicapidae,Bluethroat,オガワコマドリ,2,NA,0.1901,0.009258,Vincze 2019,B-II?,B-II?
Muscicapa striata,NA,NA,9073,Muscicapa striata,Muscicapa striata,PASSERIFORMES,Muscicapidae,Spotted Flycatcher,ムナフヒタキ,4,NA,0.2402,0.012017,Vincze 2019,B-II?,B-II?
Oenanthe oenanthe,NA,NA,9353,Oenanthe oenanthe,Oenanthe oenanthe,PASSERIFORMES,Muscicapidae,Northern Wheatear,ハシグロヒタキ,6,NA,0.2538,0.013671,Vincze 2019,B-II?,B-II?
Oenanthe pleschanka,NA,NA,9364,Oenanthe pleschanka,Oenanthe pleschanka,PASSERIFORMES,Muscicapidae,Pied Wheatear,セグロサバクヒタキ,2,NA,0.2527,0.013537,Vincze 2019,B-II?,B-II?
Phoenicurus ochruros,NA,NA,9291,Phoenicurus ochruros,Phoenicurus ochruros,PASSERIFORMES,Muscicapidae,Black Redstart,クロジョウビタキ,3,NA,0.2274,0.012038,Vincze 2019,B-II?,B-II?
Phoenicurus phoenicurus,NA,NA,9292,Phoenicurus phoenicurus,Phoenicurus phoenicurus,PASSERIFORMES,Muscicapidae,Common Redstart,シロビタイジョウビタキ,6,NA,0.2109,0.010216,Vincze 2019,B-II?,B-II?
Saxicola rubetra,NA,NA,9328,Saxicola rubetra,Saxicola rubetra,PASSERIFORMES,Muscicapidae,Whinchat,マミジロノビタキ,3,NA,0.2147,0.009924,Vincze 2019,B-II?,B-II?
Saxicola rubicola,NA,NA,9332,Saxicola torquatus,Saxicola rubicola,PASSERIFORMES,Muscicapidae,European Stonechat,ヨーロッパノビタキ,2,NA,0.1815,0.007796,Vincze 2019,B-II?,B-II?
Oriolus oriolus,NA,NA,8269,Oriolus oriolus,Oriolus oriolus,PASSERIFORMES,Oriolidae,Eurasian Golden Oriole,ニシコウライウグイス,3,NA,0.3808,0.027584,Vincze 2019,B-II?,B-II?
Panurus biarmicus,NA,NA,11347,Panurus biarmicus,Panurus biarmicus,PASSERIFORMES,Panuridae,Bearded Reedling,ヒゲガラ,2,NA,0.1607,0.006392,Vincze 2019,B-II?,B-II?
Cyanistes caeruleus,NA,NA,9936,Parus caeruleus,Cyanistes caeruleus,PASSERIFORMES,Paridae,Eurasian Blue Tit,アオガラ,2,NA,0.1701,0.00776,Vincze 2019,B-II?,B-II?
Lophophanes cristatus,NA,NA,9900,Parus cristatus,Lophophanes cristatus,PASSERIFORMES,Paridae,Crested Tit,カンムリガラ,1,NA,0.1651,0.00748,Vincze 2019,B-II?,B-II?
Parus major,NA,NA,9922,Parus major,Parus major,PASSERIFORMES,Paridae,Great Tit,ヨーロッパシジュウカラ,5,NA,0.1957,0.010039,Vincze 2019,B-II?,B-II?
Periparus ater,NA,NA,9896,Parus ater,Periparus ater,PASSERIFORMES,Paridae,Coal Tit,ヒガラ,2,NA,0.1678,0.007142,Vincze 2019,B-II?,B-II?
Poecile montanus,NA,NA,9877,Parus montanus,Poecile montanus,PASSERIFORMES,Paridae,Willow Tit,コガラ,1,NA,0.1648,0.007734,Vincze 2019,B-II?,B-II?
Poecile palustris,NA,NA,9870,Parus palustris,Poecile palustris,PASSERIFORMES,Paridae,Marsh Tit,ハシブトガラ,2,NA,0.1721,0.007843,Vincze 2019,B-II?,B-II?
Passer domesticus,NA,NA,11753,Passer domesticus,Passer domesticus,PASSERIFORMES,Passeridae,House Sparrow,イエスズメ,4,NA,0.2121,0.01044,Vincze 2019,B-II?,B-II?
Passer hispaniolensis,NA,NA,11758,Passer hispaniolensis,Passer hispaniolensis,PASSERIFORMES,Passeridae,Spanish Sparrow,スペインスズメ,2,NA,0.2194,0.010347,Vincze 2019,B-II?,B-II?
Passer montanus,NA,NA,11778,Passer montanus,Passer montanus,PASSERIFORMES,Passeridae,Eurasian Tree Sparrow,スズメ,3,NA,0.1847,0.008029,Vincze 2019,B-II?,B-II?
Phylloscopus collybita,NA,NA,10929,Phylloscopus collybita,Phylloscopus collybita,PASSERIFORMES,Phylloscopidae,Common Chiffchaff,チフチャフ,3,NA,0.1617,0.006618,Vincze 2019,B-II?,B-II?
Phylloscopus inornatus,NA,NA,10956,Phylloscopus inornatus,Phylloscopus inornatus,PASSERIFORMES,Phylloscopidae,Yellow-browed Warbler,キマユムシクイ,1,NA,0.1525,0.006025,Vincze 2019,B-II?,B-II?
Phylloscopus sibilatrix,NA,NA,10941,Phylloscopus sibilatrix,Phylloscopus sibilatrix,PASSERIFORMES,Phylloscopidae,Wood Warbler,モリムシクイ,2,NA,0.2023,0.008507,Vincze 2019,B-II?,B-II?
Phylloscopus trochiloides,NA,NA,10959,Phylloscopus trochiloides,Phylloscopus trochiloides,PASSERIFORMES,Phylloscopidae,Greenish Warbler,ヤナギムシクイ,1,NA,0.1502,0.005969,Vincze 2019,B-II?,B-II?
